japan stores ready for sql file
Title,Note,URL,Resolved Name,Formatted Address,Latitude,Longitude,Place ID,Photo URL,Photo Attribution,Website,Neighborhood,Instagram,Description
酔服屋 YOUFUKUYA,,https://www.google.com/maps/place/%E9%85%94%E6%9C%8D%E5%B1%8B+YOUFUKUYA/data=!4m2!3m1!1s0x60188d55ecb2229f:0x57c2945f9a9e2b6b,酔服屋 YOUFUKUYA,"Japan, 〒150-0001 Tokyo, Shibuya, Jingūmae, 6-chōme−7−１１ 千春ビル 206",35.6670229,139.7062644,ChIJnyKy7FWNGGARayueml-Uwlc,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2dVkk24Bt86dZix-k6ysFEaqbpJ9Qof-f9Yqvwi91jYBbt7S5J4osPFFoh7nAicx5-UB5_YTbuJPYFpnrejUi5AQDHRt2gOP11IoQ9_hzC6IfBDPxLQAvg4sFhq_5hSRm99_XqN1nrBjSqrjhsCDnJpxzTS0eHsRq3F5_HxQl_-g1zZXTojBM9h4d2fPfm8rO7ELekP-N0BWi1eb2E-_xjGdy09entwSf2W3suMZrvCnuFJVi62kC-Wiv3MZV0tEDRxJ-aPx83h7dpaBa7CYAwiezrA7UHHs-Qc9q62zY3NaA&key=AIzaSyDbYxOTi_JkL5n_Sw2smuMrstVxX34WU0E,<a href=https://maps.google.com/maps/contrib/117543397122577062000>酔服屋 YOUFUKUYA</a>,https://www.instagram.com/youfukuyah?igsh=aWtyMW12cnVrNmtu,Harajuku,@youfukuyah,"酔服屋 YOUFUKUYA — Fashion boutique / clothing store located in Shibuya. Info: @youfukuyah, website."
CLEO（クレオ）MEN'S 大宮店,,https://www.google.com/maps/place/CLEO%EF%BC%88%E3%82%AF%E3%83%AC%E3%82%AA%EF%BC%89MEN'S+%E5%A4%A7%E5%AE%AE%E5%BA%97/data=!4m2!3m1!1s0x6018c140e9c8af93:0x616e8c641de540fd,CLEO（クレオ）MEN'S 大宮店,"Japan, 〒330-0802 Saitama, Omiya Ward, Miyachō, 2-chōme−１１９ 柴田ビル 1F",35.9088325,139.6281759,ChIJk6_I6UDBGGAR_UDlHWSMbmE,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2fXcwBP5QXjW6stSx91cNqbdo_R7GWM_kLbB6IhScPoKazUwjuQOxvqnWMR8EMDzWhUYcDjZFYkBNcBwAftcaU_7HMFcVLPB7HIRc1vOquRhUQmsoF3TmVNHRZ-_jBsLHy8qGSxSSB52--7eXOIqJNMxWW1EuR99670K1yHdWiM1nA71sZlm_nnZyYkWP_LaE59uSg9EsmW7jgYmCNeq_gaIGTxSOkBUup_ukdw_OTdTL-UIrHwad3GDLeItLy0ULZIJMuAG2VbMKfl-sFvkwgsHcNeiLVevkHsGSxCFo1wsv9swc3Dj13dDRZ_mqA2hOkSZ3un20aHjTvWXauzwnkHOE_medDFZ4HKYTYkVv3fmPV5t3ySSo2E7Xoa2t4Z6BtseOn4DQyy1B19KK0lT5uadBGnV3DPqCDORmA5gg&key=AIzaSyDbYxOTi_JkL5n_Sw2smuMrstVxX34WU0E,<a href=https://maps.google.com/maps/contrib/118252634782609753961>奈塚Q弥</a>,http://www.boo-bee.jp/,Saitama,,CLEO（クレオ）MEN'S 大宮店 — Fashion boutique / clothing store located in Omiya Ward.
Boo-Bee,,https://www.google.com/maps/place/Boo-Bee/data=!4m2!3m1!1s0x6018c1406df0e9b7:0x92360477192da1b1,Boo-Bee,"Japan, 〒330-0802 Saitama, Omiya Ward, Miyachō, 2-chōme−１４１ コスモプレイス一ノ宮 1F",35.9092526,139.6286132,ChIJt-nwbUDBGGARsaEtGXcENpI,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2eFKD6po6ksyP1lIEe6iMUSguRR3vXzLHV7lC9kebKWlyvcIxxcD0IYFckc5kXb-fS2I7UNx6W7PiUP6FSp_qzdhOb6Hd-npPAeMWNx9I3IDTxUl5vhagFEslqcbrtzvok3-qyulibtRMIP7yvVov48ANoYTjEYtfb3HXIbp-RJ-DMnYSHkTPDyrlyHJWiB2imB_-cjtHu2EBVn9iTsxcxQbfVXFVwv_5iKblP6mMQeSE9X-xMSomnR275PsRIqdNgGfJYQeAE0sc0qWPfqZF6mxaBPfhIE4KQhjHuCw2TUCxseJBg_A-V43rSgo2kHnifT__1Lriho4MMmdH5ggcud1j1PqPfQeDTv_Liu3CTvy0cePotKDuhbszOA-LoEgpx3AzNYpGV1g9T3TADzRDYHjJZQ-vyq1cfsWgXnLmfw9JGL&key=AIzaSyDbYxOTi_JkL5n_Sw2smuMrstVxX34WU0E,<a href=https://maps.google.com/maps/contrib/118252634782609753961>奈塚Q弥</a>,http://www.boo-bee.jp/,Saitama,,Boo-Bee — Fashion boutique / clothing store located in Omiya Ward.
BRACKETS,,https://www.google.com/maps/place/BRACKETS/data=!4m2!3m1!1s0x6018f509d1fc9d25:0x16355f448baa0acd,BRACKETS HOTEL Osaka Hommachi,"4-chōme-5-18 Minamihonmachi, Chuo Ward, Osaka, 541-0054, Japan",34.6825836,135.4986174,ChIJ-W5OgLjnAGARLkoSfXY6jrQ,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2cNWf81IMQXvbJ9JMmc3uIy6S4RQUBjDClohxtp2vHCc4D86y6NKkJz05GHlpxc1xhMLNVFUYYuUTbj2j5Oj-3g3lUHfMsJGoNIdaZIFjjEECjhUQYZy0mfMRByTgTzBD-kBlnctCVuw5EdglvekJBVn5kcXWtzBd-FNq59SWdnJC5xj3YKids5LFNP0a2wA1XpuykPnY5n2Ei18YZCoY_I_G98_9HuAQdDrj3j9N3eiyjjTbFm8fN_j0LstlxjwQ7PgEiYq61vkR4uwRSMjqZa8GnxJZc-2X-EI_KsctQ&key=AIzaSyDbYxOTi_JkL5n_Sw2smuMrstVxX34WU0E,<a href=https://maps.google.com/maps/contrib/101430210692655038631>BRACKETS HOTEL Osaka Hommachi</a>,https://brackets.solarehotels.com/osaka-hommachi/?utm_source=google&utm_medium=gbp&utm_campaign=gbp_bhoh,Setagaya City,,BRACKETS HOTEL Osaka Hommachi — Fashion boutique / clothing store located in Chuo.
HAZE,,https://www.google.com/maps/place/HAZE/data=!4m2!3m1!1s0x5ff83479a4dd3c31:0x5510b2fec5b3a4b3,HAZE,"1-chōme-15-9 Masuizumi, Kanazawa, Ishikawa 921-8025, Japan",36.55704,136.6448878,ChIJMTzdpHk0-F8Rs6Szxf6yEFU,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2d3dgk6Zhjuaq__AoVspjsaXFlaD_g_NlwRAt8f8UuhiBeEII0JbGcenaGy3DXK7cyg8-omu-7apasyzLjQEhRe0g0pjNnLXJu0Xa6wtqLjh35RiTUhTgkDEWkm2niu1ThwUHaw7KAjVMTSPDshb9AgCpRrZ15jkxTtspB59QEEn4hffaITxK1tzQuhPrOcDTlU7ZvZViRJyLF8nY2fOEPv_WGWTcM5YafkicESJYGDAnw0zLQIM3idRkKP69PmmDmeL9-6px94k8i8rA8GGGcQXbwQIF8B7mRBdUf0Mz83zQ&key=AIzaSyDbYxOTi_JkL5n_Sw2smuMrstVxX34WU0E,<a href=https://maps.google.com/maps/contrib/115062993200066907222>HAZE</a>,http://www.haze-store.com/,Kanazawa,,HAZE — Fashion boutique / clothing store located in 1-chōme-15-9 Masuizumi.
Mode Off,,https://www.google.com/maps/place/Mode+Off/data=!4m2!3m1!1s0x60188adbc1e61e53:0xa13e0c6272bb0204,Mode Off Ueno,"4-chōme-2-3 Ueno, Taito City, Tokyo 110-0005, Japan",35.708125,139.7739268,ChIJ63OZ7Z-OGGARnTLXN6Y7fB4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2eWfXHMtrF6o2Py8iMLVPf5JGVvnVOVYfOPsngI_ayKt3wn9BOkzF8sRX0tcO09YyzmF3YMG2qf-oaaQbHPGoaFEMe_9a7Puv_nuz0OvcC8Y6syZ8l9aVHZENGL2G6ACX_zpuXjLWjRehb-3m6grty6XNg9nZ5T87A_gXy7ZKNXBSwX7Vjp68rlwy--5qCDEAvrKAFs9qZxRWGZMUOnvK6uWmk0QdpLZa4NkJKMVaFWUnYm_j1gDrnrLEXVjt9RU9nnY4i9fLSPhOLmz5l-u91Ylb4P56ReQpyirvLkVV_Jyw&key=AIzaSyDbYxOTi_JkL5n_Sw2smuMrstVxX34WU0E,<a href=https://maps.google.com/maps/contrib/105640197126403997468>モードオフ 上野御徒町店</a>,https://www.hardoff.co.jp/shop/detail/?p=104017,Ueno,,Mode Off Ueno — Fashion boutique / clothing store located in Taito.
ビートニク（ＢＥＡＴＮＩＫ）,,https://www.google.com/maps/place/%E3%83%93%E3%83%BC%E3%83%88%E3%83%8B%E3%82%AF%EF%BC%88%EF%BC%A2%EF%BC%A5%EF%BC%A1%EF%BC%B4%EF%BC%AE%EF%BC%A9%EF%BC%AB%EF%BC%89/data=!4m2!3m1!1s0x60188d1c0da12bc7:0xcc485a0c6fcbf098,ビートニク（ＢＥＡＴＮＩＫ）,"Japan, 〒169-0051 Tokyo, Shinjuku City, Nishiwaseda, 2-chōme−1−４ 鈴木ビル 1F",35.7074495,139.717776,ChIJxyuhDRyNGGARmPDLbwxaSMw,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2fCgtyD5yg07_7Zw2XPZDF6XGR_Z3rmm_9okPMLiqERIAmXTW2TjVV44-99Kp5vkma1fa4UheraZm1cg57WvmmkME2pjO8l3mxAlGIw2cPu0gMBeYP4TMRyQ41yGW7ycogWtDDyoJzpPxJps5zaHHXhq5ALR6-eRFPG8IWfmi-Cyh6PfVWEGppy_KpF4YtAFMXHCoWWcOBiagGPx-HhjATPE-XhiTQOP9o9HFjbxLY3MZJGe0pe4e8rL77TBscDSulvAfF5ZDIcndxsyLWoIi_ZHEKm55Vv9OOfF1NwZ8i-fA&key=AIzaSyDbYxOTi_JkL5n_Sw2smuMrstVxX34WU0E,<a href=https://maps.google.com/maps/contrib/100690953774080113450>ビートニク（ＢＥＡＴＮＩＫ）</a>,https://beatnik.thebase.in/,Shinjuku,,ビートニク（ＢＥＡＴＮＩＫ） — Fashion boutique / clothing store located in Shinjuku.
VOIRY STORE,,https://www.google.com/maps/place/VOIRY+STORE/data=!4m2!3m1!1s0x60188b3aabfdb195:0x74bb96bd27889e61,VOIRY STORE,"4-chōme-15-3 Meguro, Meguro City, Tokyo 153-0063, Japan",35.6329275,139.701706,ChIJlbH9qzqLGGARYZ6IJ72Wu3Q,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2eK75WfuXpykFTKb-aM13kxQFLaxB3ozvIUqd_pk40Hu4jOTvMKKrG4kR5cWl3l1YeJBjwAmwr3XpePSgF5kMAjlFSmaklrba9nj3A5oXF8gSsYdwqE5_8u1oma7R4vR3JkEXxwrkiE0b8hXZIqqrczmEK-3jOv2y1AtaXBH-ayeq9scflbeD6Y4-3agHr0Qea0I57zFOr7f9NQFkPBarqedGFSn69v3mOqdHdcujgn_z9265QMtIH95wfDhYtEMH3zFaWyUkGATvJ4eO4kOU-nH_S2DtJbLXL4jYDo-EXvAsLrW01JMZUlpMJqvmV_JSGw-y0esuPFoCzdGzr-YnDTFKbfj8E_XA-Pu45tMzZBA6Zg6zDttOPbus5iSMPqe9_lI4UK-QAet3hfTORlDsddQIekBn4D-Axj6zpIlgiig2NA&key=AIzaSyDbYxOTi_JkL5n_Sw2smuMrstVxX34WU0E,<a href=https://maps.google.com/maps/contrib/103830070951831627182>佐藤新</a>,http://www.voiry.tokyo/,Meguro,,VOIRY STORE — Fashion boutique / clothing store located in Meguro.
"Beady Antiques, Cafe",,"https://www.google.com/maps/place/Beady+Antiques,+Cafe/data=!4m2!3m1!1s0x6018f4d6e92657af:0xe43293f07890630d","Beady Antiques, Cafe","4-chōme-10-4 Meguro, Meguro City, Tokyo 153-0063, Japan",35.631621,139.7044798,ChIJr1cm6db0GGARDWOQePCTMuQ,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2cE9SigyeOKXqDAVGglj6z6T6ZBE766XPCEimwW27GE1MQWzOJ73Nx5oDpaJ3HRSs7aTFX52KU4e9bOyFhIIecXiQ9B4lrOCcObQ35xBoBPnwx6RfbU3yV1RHKErpj0RmytyFvbzeaeFhOVt06FXu2HmYFpAE3OYNU1AS7Gn2GSI738nCfmjifgtq72vgGVhAllIjxXIIUEIy38CC2MdUz8sq4fQl3eHwpZ3QBch8f3qDMMtyaqlU5TMPlq-x6DnSqeQlZxl09GLxzancUUGVkf37s6n9xA_bNX1_jL6dJn-ajb7mLeInwataPdCRf7ISf7dxjNMPDpxgqMsvzbk2q9ojaSEWh62jzLDGAK-h-3z9elUEWi0XLOWCms1HP5K-3RVi_bjqYWi7eRmb7tezSju5aa427k_8y9nPa08T4&key=AIzaSyDbYxOTi_JkL5n_Sw2smuMrstVxX34WU0E,<a href=https://maps.google.com/maps/contrib/113258441504446772801>Motoki Namioka</a>,https://www.instagram.com/beady_antiques/,Meguro,@beady_antiques,"Beady Antiques, Cafe — Fashion boutique / clothing store located in Meguro. Info: @beady_antiques, website."
Nepenthes Tokyo,,https://www.google.com/maps/place/Nepenthes+Tokyo/data=!4m2!3m1!1s0x60188ca0ddb86b47:0xa90627069c01784e,Nepenthes Tokyo,"5-chōme-44-1 Jingūmae, Shibuya, Tokyo 150-0001, Japan",35.6644351,139.7076319,ChIJR2u43aCMGGARTngBnAYnBqk,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2f8tbMAP82rlbotgg1DZsyJhWfl8_JaATPykKf3eC-tU3CfhijNKfUcOiGLXPCbE1AMiRLCJWQ9U5NQxKzoCSyt1a-_KEmcBH45I77_-kGM7GQISEC7rkbRqA40BfxogPzDwodpriFCM54TCyLQ2PWmGt9Pau71rjSwjGHjAIRjI1hQyCMMSTRt6UG2E0Q7y6RORoi3a6-4rqvGR51fKKO03bV7XY5gKpxCvNlsUqWAj_nUPi83TENLeULfcEb4S0QlGv_duXJjT-Gjdi0rxgCOfGFkNFkNNLuacQZaR_2AKZKbuVgTZUv9MGkPdSCGxURpgdp248IVoLZkNbDDdcXrQ4Igcb8L3tdGkQf2nKIR0I3YQFRWszLr0GXuE9wZG2D5XA8DFRawR_4HCXmu2sItJglVkc1MEA22N5LlPbpbug&key=AIzaSyDbYxOTi_JkL5n_Sw2smuMrstVxX34WU0E,<a href=https://maps.google.com/maps/contrib/115141362947468307510>Masa U</a>,http://www.nepenthes.co.jp/,Aoyama,,Nepenthes Tokyo — Fashion boutique / clothing store located in Shibuya.
TRAMPOT,,https://www.google.com/maps/place/TRAMPOT/data=!4m2!3m1!1s0x60188b35a99dc3d5:0x12e168261cfbc480,TRAMPOT,"Japan, 〒152-0004 Tokyo, Meguro City, Takaban, 3-chōme−18−１８ ロフティ学芸大学 1F",35.629232,139.6828014,ChIJ1cOdqTWLGGARgMT7HCZo4RI,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2ekfM2ICiWuOcpn-CtWvn4MgxFz1H9gFgo6qCXUCUhzkqnsLhr4TyHbhycup98tm6lI-4BE9hJIixRsHdwfz100ZyB9XM25mHFs411h8OkCsybyPEyP7JX8dyvbA5_qOfyr6DqLw8uXsikgIICp0AANJwg9oHqZtkdGsqntSelFTC_GEvfovji0x1b5zRbdQzrlS4_M5d2l7ueJWWppNvZRpBgKBQFgW3sKF-NE7_oHrtLmGVzs80_G5UZ2DNgS0XG22uWOH70MGsPlgHgQZY-nsUFqngxLfLhVNNrMrd8M7gHPJq0BWW2cGlHx8jyIzlcYvP_iokkudR3Ps5r8gmyPU5Xd8H4dK635icDQ3HnCLpUgAsZaqXcwVpkekUbVyVaet_OHuFj5I1O3EjaBJUiPQpkmCeFe45jelvABQKd20Gc&key=AIzaSyDbYxOTi_JkL5n_Sw2smuMrstVxX34WU0E,<a href=https://maps.google.com/maps/contrib/102080348895763698152>M K</a>,https://www.instagram.com/trampot2005/,Gakugei-Daigaku,@trampot2005,"TRAMPOT — Fashion boutique / clothing store located in Meguro. Info: @trampot2005, website."
WORN,,https://www.google.com/maps/place/WORN/data=!4m2!3m1!1s0x6018f5d26ecef005:0x505dec3a7717f140,WORN,"Japan, 〒152-0004 Tokyo, Meguro City, Takaban, 2-chōme−17−１１ イムーブル鷹番 B1F奥",35.6271176,139.6868797,ChIJBfDObtL1GGARQPEXdzrsXVA,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2db34ANfkHp5CWYz7VoYWgHiwxD5uKibwfcXpUuxCxHjCxrBsOIouzNaeaMWHlpiJPWCmO96kZh_grBwE6RXNyNgV4LKQqP9bsaXZnyzfFJxONR8cBXsqJuBDwV-Wf784CXwBBjV4ADYyoEHyrUZNfMhlEFUvfAL5Q8tpLqb9L9prx0xhVGvqqbxEYatl7BUEspqfw2ResJxMA_2p8J0X1pKH4KvPLg3XU5MUBaucpQ3-R4saQxybIOGYDtfWGO00HeWs_euN4L_8e1yzs4f6RHtz63qnnwEdAyZ7da_JTCvlYwS4fFQeTWUsIJ60-b-Hpe_NjMQlyjHa_wNnL_yc5Iksbjbe-3TD5ti-_jyO3fJ1rqe383Hlrx0cAC5ZUZJ5LfcETJmLptnFWEkawAVtFPAiDY2wr3r1aHc2-g0HtjkQ&key=AIzaSyDbYxOTi_JkL5n_Sw2smuMrstVxX34WU0E,<a href=https://maps.google.com/maps/contrib/102080348895763698152>M K</a>,https://www.instagram.com/wornvintageclothing/,Gakugei-Daigaku,@wornvintageclothing,"WORN — Vintage and used clothing shop located in Meguro. Info: @wornvintageclothing, website."
Risaikurushoppu Bekutoru Yutenjiten,,https://www.google.com/maps/place/Risaikurushoppu+Bekutoru+Yutenjiten/data=!4m2!3m1!1s0x60188b34e47dfe1d:0x515ad0f04f0d15d9,Risaikurushoppu Bekutoru Yutenjiten,"2-chōme-20-10 Yūtenji, Meguro City, Tokyo 153-0052, Japan",35.6356031,139.6928425,ChIJHf595DSLGGAR2RUNT_DQWlE,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2eHKBM9FS7sC8959napikJihe-QpxfGqEHGlNjUzL_XABm9zGc2LwN7d3QdDr_a2cDTvkgcR0eR2ENIJIlZbpUTd8lRc0zPVn2aExOcYj8EK3dbbG0v55IvDmqAxotIbGL0HVJ2begHx3C6n_1EYHvRZL400lb0AhOepSeMhXqbdUPpSg4oq-KubT5jp8ph9iMbYEyhl0W6XZvHNgBmBdBSQr-VJwLecz6NvdQIrQX_s79ycaq-ClN3ouJ9jQuUV5ODofeNTtuBfEbShSsW-1RDiknKoBE_i6wqp-idG0bc92gFQUtfRcPvCXb6a6VOOep0y3f-KkJqeqTBaSr8Ix_vSIQcS5TwTJJVvMz4_A4GkgKIH62_18HqsMcV2H0Q7cFz8VuZ8ygDqboN352OnuK-kjEndwFUYf4Y7H2eUKIOH6I&key=AIzaSyDbYxOTi_JkL5n_Sw2smuMrstVxX34WU0E,<a href=https://maps.google.com/maps/contrib/102080348895763698152>M K</a>,https://vector-enter.jp/yutenji?utm_source=google&utm_medium=gmb&utm_campaign=gmb_yutenji,Yutenji,,Risaikurushoppu Bekutoru Yutenjiten — Fashion boutique / clothing store located in Meguro.
KOH'S LICK CURRO コウズリッククロ,,https://www.google.com/maps/place/KOH'S+LICK+CURRO+%E3%82%B3%E3%82%A6%E3%82%BA%E3%83%AA%E3%83%83%E3%82%AF%E3%82%AF%E3%83%AD/data=!4m2!3m1!1s0x60188ca10bb2d995:0x85a58dfd91567f7a,KOH'S LICK CURRO コウズリッククロ,"5-chōme-7-13 Jingūmae, Shibuya, Tokyo 150-0001, Japan",35.6662541,139.7087548,ChIJldmyC6GMGGARen9Wkf2NpYU,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2cU2ILPln_Ba8Qj59VlwOyBo2cYG2xLfXwHZW3OjjgfC5S44Y2ZnN5hbjL_NpU_AVKxQ5DdIX4qbenA_Pzxg6ipv-JHtBM5NTGQ0ITy4UOukPlYPPxVYGoiyF00aY8DEGXgTan8e6RzNfRi_THAZSmue1hZ5DshcXLQVEPUJhTmRSVLddKQBvKlYsZpAaYpi2F73CJrmcqFvjOwTgxN4URYNmkRkBAiLLKimGeCnxf8XQYnw8j0YukSTdoVhwxLtbIbwbgt_Elxybp9_GtBmaUkVtBoVe2Yv92TK_mVbCvIqz_XIobGjuhgZxxqtDsCWhuPXPIDgpaKitKnsUhcFgYT-hmtBmBU7B3gHZaUIOs7JF2mBhjpF6L6QS9Gl4HRfLVKXrknAKO8KdfN6Dz4vt5UksNjVppPFutyPg5yz-LUNmMh&key=AIzaSyDbYxOTi_JkL5n_Sw2smuMrstVxX34WU0E,<a href=https://maps.google.com/maps/contrib/118252634782609753961>奈塚Q弥</a>,https://kohslickcurro.com/,Harajuku,,KOH'S LICK CURRO コウズリッククロ — Fashion boutique / clothing store located in Shibuya.
TOKYO PiXEL,,https://www.google.com/maps/place/TOKYO+PiXEL/data=!4m2!3m1!1s0x60188eb8693eaac9:0x806c4f738e48ede3,TOKYO PiXEL,"Japan, 〒111-0042 Tokyo, Taito City, Kotobuki, 3-chōme−14−１３ 寿ビル 1F",35.7063456,139.7930183,ChIJyao-abiOGGAR4-1IjnNPbIA,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2fseVfUYME7XCFahn5vLdtKWxYhgVvo5eDtX2ibGZjAvbvZthOVj3d-q2G9YL3fX9nD-WyIpYvqXrA13-M9MvpgWHB_ZFEL5_SHuWasnSYtRZOKoOQ1Sf2jsdHIOvyD-ejoJ76YzXNZww-nNYmYig0pme8RzMgUAe8pSdBcYoBZO1GPL2Nh4ieir_Mx2Pn529lBlVBmphrFcIq552tZ6DcVr2c_tJ1cGFNKNHJa7mQe4mCon6-OxsVbxdWugbYY21bq1JWAe_BHIWszP5mvCcOoN_VTf9sDdYMNsMBKr8hTyg&key=AIzaSyDbYxOTi_JkL5n_Sw2smuMrstVxX34WU0E,<a href=https://maps.google.com/maps/contrib/116145153862162773868>TOKYO PiXEL. shop &amp; gallery</a>,https://tokyopixel.shopinfo.jp/,Kuramae,,TOKYO PiXEL — Fashion boutique / clothing store located in Taito.
KONCENT,,https://www.google.com/maps/place/KONCENT/data=!4m2!3m1!1s0x60188eb701c59085:0x33dff03164c0c7bb,KONCENT,"Japan, 〒111-0043 Tokyo, Taito City, Komagata, 2-chōme−6−１０ 1F",35.7078124,139.7956549,ChIJhZDFAbeOGGARu8fAZDHw3zM,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2fBJcrD9c-rqs8Il7gL0wAuCSkS2A6fc4oBNG0pf30vI1ap9iQM1478GumBKXSatXIA4ALJsoSZOzvH4KnFu7mwYdaIVnDFwH2m52tCt_ZRUL7ANATMyYy8S4FALRmuOmbyw6WTtgL5Ygw4GuUHqYH_CTfNuHaoVwJNZpKp5JikcWyHSMk2_j1GG8Rl3WcyMp_DetZpuNrOiwMkqY1MbB0tqWakg-4O__lDnYOh2Fb6nvyNx3oz0T7Q50WwUkMIHQn7XZf083p4tSUANMvTrUpT6fZuvP8lFG_LqClYEIz76g&key=AIzaSyDbYxOTi_JkL5n_Sw2smuMrstVxX34WU0E,<a href=https://maps.google.com/maps/contrib/113447138793602867698>KONCENT（コンセント） 駒形本店</a>,https://koncent.jp/,Kuramae,,KONCENT — Fashion boutique / clothing store located in Taito.
kakimori,,https://www.google.com/maps/place/kakimori/data=!4m2!3m1!1s0x60188eb76fa43163:0xb699bf7094072235,kakimori,"Japan, 〒111-0055 Tokyo, Taito City, Misuji, 1-chōme−6−２ 小林ビル",35.7031714,139.7857206,ChIJYzGkb7eOGGARNSIHlHC_mbY,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2d2cTYrl4BF8_ANcKMewA6xWqSK7hENWSn2bMyIMwco-ctUx-k6ZrL7MD7_q7eF1SwwHWLQvnd--NixxRhE6YqD9lOrIEJBKIQWKWCFuTP7BQZesdY_yzx44Lx4oyTvl42POiLOkU8yDZxckGev3MPghSwKZFLSkqzjVhPWzaJyb_MBsvu9a6A5EEblRHeZlEyIY3wgHwfDttYK4YU_XtkbkATQiPo7fGwHaADs6lXUS5rD4mnnoVvGGo7vAb7TkivHc7Fb7l_GyTdrrU_6EQDsZ2UpTc-mbkveWxrpCVbcjXy_-Tel64ky3WEDDYgrwFeJCMl_VCXxH9HHAKWZIQfwMFAsw6jQkyJCxrN5aEcb155-O5qoILHskWLsE6XN90LJpgqC_OPGJ4Rt07jj_AmPq49qHKrFrA3wkVBcdeLQkA&key=AIzaSyDbYxOTi_JkL5n_Sw2smuMrstVxX34WU0E,<a href=https://maps.google.com/maps/contrib/103941508963368817603>K. Miyamoto</a>,http://www.kakimori.com/,Kuramae,,kakimori — Fashion boutique / clothing store located in Taito.
AMPLI Vacuum Tube Laboratory Vintage & Things,,https://www.google.com/maps/place/AMPLI+Vacuum+Tube+Laboratory+Vintage+%26+Things/data=!4m2!3m1!1s0x60188f4046a9b7ab:0xba327f1bf51339c2,AMPLI Vacuum Tube Laboratory Vintage & Things,"Japan, 〒111-0055 Tokyo, Taito City, Misuji, 1-chōme−2−１８ STM三筋ビル 1F",35.7032707,139.787431,ChIJq7epRkCPGGARwjkT9Rt_Mro,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2dNhWCgDnv_LUs-0ioMsFEdy-MHOGrOnn_GmyJQCs5wWiEPiJ_NwIBc9YITTMzMdTrFES41V8JuvA-C_Yj4rvmbIJnb6ov5qaI9vlGUqbSJGbgFztm9TmIjT01Dy_it9boz5bkjYVsbmc2OlRWs6-I2KqVqJzIybqSHO0cV25Hw6zS7oRHxEzcxsQLkAhOOusS60VkdwFRV3C9W38Ao-HSaAB7KyQccUNq7C-IKFvEdfl6opSmq95pE6Mf3NqZU-ZWryvZ0_mzkIIVWBu6Pp9LL-IaIsVlNuTx5IQ8IJiEbtrq3BoOYmVmgVAGTQ_A6KCxAjib4B1L8pj-LpAM_1uBwe__rOqD3BJDmumlbOR3WtJi6ddTXoaALctzhdwQQn78zB9j-uAD21jH7XCm_mEoCUyzPUOU5BY6wOi8x7Ig5F-x9h014BvqS7tvGEw&key=AIzaSyDbYxOTi_JkL5n_Sw2smuMrstVxX34WU0E,<a href=https://maps.google.com/maps/contrib/103477494705553119019>_</a>,https://www.instagram.com/ampli.misuji/?igsh=a2twYTIwdmQ4dGFw#,Kuramae,@ampli.misuji,"AMPLI Vacuum Tube Laboratory Vintage & Things — Vintage and used clothing shop located in Taito. Info: @ampli.misuji, website."
